row_id,user_id,category_id,video_id,age,views,engagement_score,gender_Male,profession_Student,profession_Working Professional
143,2717,5,168,21,229,2.8,0,1,0
144,9898,34,114,28,840,3.91,1,0,0
145,14866,13,29,15,628,2.8,1,1,0
146,10228,25,62,36,317,3.89,1,0,0
147,15530,28,76,17,414,4.25,1,1,0
148,23217,32,145,33,714,3.71,0,0,1
149,20200,32,133,13,714,0.4,0,1,0
150,24943,32,145,22,714,5.0,1,1,0
151,16103,4,8,22,781,4.3100000000000005,1,1,0
152,4496,25,103,21,317,1.37,0,0,1
153,20861,21,123,15,909,4.630000000000001,1,1,0
154,17558,15,32,32,662,2.2,1,0,0
155,7631,25,102,23,317,1.84,1,0,1
156,4782,11,41,42,180,3.37,0,0,0
157,15263,21,50,26,909,2.3200000000000003,0,0,1
158,24447,9,142,28,819,3.95,1,0,0
159,8100,21,157,34,909,3.43,1,0,0
160,5768,25,138,30,317,1.95,0,0,0
161,425,5,68,28,229,3.53,1,0,0
162,9481,18,58,37,444,3.89,1,0,0
163,2982,25,103,38,317,3.37,1,0,0
164,8621,16,34,20,462,4.2700000000000005,0,1,0
165,6328,43,149,33,617,3.99,1,0,1
166,21702,42,135,14,689,4.0600000000000005,1,1,0
167,14455,34,96,36,840,3.4,1,0,0
168,5584,32,133,25,714,2.48,0,0,0
169,14594,18,59,25,444,4.16,1,1,0
170,5763,21,104,31,909,3.63,1,0,1
171,8436,8,17,26,628,4.13,0,0,1
172,21211,16,98,20,462,2.53,1,0,1
173,26962,7,14,18,467,2.96,1,1,0
174,2426,15,33,26,662,3.09,0,0,0
175,26268,1,1,18,990,2.6,0,1,0
176,1176,25,150,24,317,2.48,0,0,0
177,341,1,1,20,990,4.33,1,1,0
178,26505,12,30,25,138,0.69,0,0,0
179,8421,42,134,27,689,3.43,1,0,0
180,4474,12,42,30,138,2.3,0,0,0
181,18436,5,87,35,229,2.16,0,0,1
182,16877,5,10,29,229,3.22,0,0,0
183,1787,36,107,14,178,4.16,1,1,0
184,16275,7,28,33,467,4.23,1,0,0
185,15020,5,72,24,229,2.48,1,0,0
186,27457,38,111,29,806,1.96,0,0,1
187,19470,43,149,19,617,4.5600000000000005,1,1,0
188,26641,11,66,15,180,3.66,1,1,0
189,22895,21,51,39,909,3.61,1,0,1
190,329,5,56,23,229,2.7,0,1,0
191,6513,18,59,25,444,3.93,1,0,0
192,6138,21,143,17,909,4.29,0,1,0
193,559,35,106,18,134,4.9,1,1,0
194,12946,4,8,13,781,2.48,0,1,0
195,27049,4,99,40,781,3.91,1,0,0
196,9790,13,27,28,628,2.64,0,0,0
197,3402,26,141,21,568,3.04,1,1,0
198,7565,8,67,30,628,3.0,0,0,0
199,6065,1,1,29,990,3.83,1,1,0
200,4731,34,114,31,840,2.06,0,0,1
201,15360,11,40,32,180,3.93,1,0,0
202,24261,11,41,23,180,3.29,0,1,0
203,18389,34,114,15,840,4.3100000000000005,1,1,0
204,16437,29,82,22,52,3.8,1,1,0
205,20336,11,41,36,180,0.69,0,0,0
206,15771,16,97,40,462,3.26,0,0,0
207,11069,25,103,19,317,2.96,1,1,0
208,27030,18,59,20,444,4.37,1,1,0
209,19308,8,125,34,628,3.91,1,0,0
210,14271,23,112,21,613,2.96,0,1,0
211,5403,19,46,37,369,3.91,1,0,0
212,15167,13,27,11,628,4.09,1,1,0
213,6197,42,135,15,689,4.33,1,1,0
214,3812,4,64,19,781,4.65,1,1,0
215,13064,5,10,33,229,2.3,0,0,0
216,13173,28,75,24,414,4.29,1,1,0
217,4122,34,96,19,840,3.4,0,1,0
218,23395,26,141,26,568,3.66,1,0,0
219,26152,35,106,34,134,4.26,1,0,0
220,16563,43,148,30,617,2.16,1,0,1
221,14619,43,148,20,617,2.48,0,1,0
222,17508,4,7,30,781,2.9000000000000004,0,0,1
223,5392,13,29,42,628,4.38,1,0,0
224,7063,44,174,18,636,3.13,1,0,1
225,20018,28,75,19,414,3.62,1,1,0
226,10115,8,67,21,628,4.65,1,1,0
227,26208,12,25,35,138,3.91,1,0,0
228,9227,25,140,21,317,3.4,1,1,0
229,2520,39,116,16,89,4.1400000000000015,0,1,0
230,17756,18,59,18,444,2.96,0,1,0
231,25923,15,33,16,662,4.44,1,1,0
232,21986,12,88,32,138,3.97,1,0,0
233,25964,8,101,30,628,3.95,0,0,0
235,16638,19,46,31,369,3.37,0,0,0
236,22618,9,142,18,819,4.33,1,1,0
237,18363,11,66,32,180,3.63,0,0,1
238,10169,42,136,24,689,3.91,0,0,0
239,1954,6,11,31,362,3.26,1,0,1
240,4742,34,114,29,840,2.3200000000000003,0,0,1
241,24952,21,51,42,909,3.52,0,0,1
242,18669,35,126,19,134,4.69,1,1,0
243,6592,8,17,21,628,2.6,0,1,0
244,1684,37,128,37,1000,2.48,1,0,0
245,6081,23,112,23,613,3.87,1,1,0
246,21468,5,9,26,229,3.77,0,1,0
247,21027,34,114,17,840,2.48,0,1,0
248,10862,12,30,19,138,2.8,0,1,0
249,3828,6,12,28,362,3.74,0,0,0
250,22444,8,17,22,628,3.83,1,1,0
251,18942,23,112,42,613,3.67,1,0,1
252,7686,34,115,39,840,3.43,1,0,0
253,8310,23,112,35,613,2.56,0,0,0
254,7029,21,104,24,909,3.47,1,0,0
255,22924,32,145,43,714,1.55,0,0,1
256,18171,15,32,31,662,4.09,1,0,0
257,13125,8,67,18,628,3.73,1,1,0
258,975,29,156,20,52,2.6,0,1,0
259,9006,5,158,29,229,2.96,0,1,0
260,11983,19,144,35,369,3.63,1,0,1
261,19268,41,131,17,72,4.3100000000000005,1,1,0
262,1274,34,95,16,840,3.17,0,1,0
263,27186,13,147,15,628,4.9,1,1,0
264,5435,16,137,32,462,3.45,0,0,1
265,6921,12,162,17,138,4.62,1,1,0
266,1932,42,134,22,689,4.29,1,1,0
267,23008,5,9,19,229,3.49,0,1,0
268,2231,12,25,14,138,3.9,1,1,0
269,1413,25,61,31,317,1.55,0,0,1
270,27733,8,16,27,628,3.43,0,0,0
271,16078,19,45,27,369,2.4,0,0,0
272,5244,43,149,43,617,3.93,0,0,0
273,13607,16,137,19,462,4.11,0,1,0
274,2500,5,87,29,229,3.43,1,0,0
275,17641,13,147,33,628,2.64,0,0,0
276,1199,21,143,40,909,3.82,1,0,1
277,23827,15,33,26,662,4.25,0,0,1
278,5540,21,129,17,909,4.3100000000000005,1,1,0
279,10935,20,48,32,892,3.63,1,0,1
280,25529,11,77,24,180,3.58,1,0,0
281,10640,23,53,25,613,3.65,0,0,1
282,580,7,28,20,467,3.2300000000000004,0,0,1
283,24589,5,87,17,229,4.7,0,1,0
284,11570,5,87,29,229,4.39,0,0,0
285,23827,16,98,26,462,2.24,0,0,1
286,13398,5,87,33,229,4.47,1,0,0
287,9456,19,46,22,369,3.99,0,0,0
288,11560,16,97,23,462,3.73,0,1,0
289,6732,19,164,19,369,4.3100000000000005,0,1,0
290,24515,27,65,32,309,3.61,1,0,1
291,23860,12,30,27,138,3.76,1,0,0
292,6811,23,112,35,613,4.22,0,0,0
293,22046,16,97,32,462,3.33,1,0,0
294,10866,4,99,41,781,3.5,1,0,0
295,17349,43,148,14,617,4.6000000000000005,0,1,0
296,2400,8,146,28,628,3.34,1,0,1
297,20937,5,87,30,229,3.91,1,0,0
298,10351,18,58,20,444,2.7,0,1,0
299,14956,30,84,31,862,3.4,0,0,0
300,1825,24,60,19,617,3.87,1,1,0
301,18707,19,45,18,369,3.1900000000000004,1,0,1
302,22101,27,65,23,309,4.33,1,1,0
303,19747,21,157,25,909,3.16,1,0,1
304,20888,29,82,31,52,3.45,0,0,1
305,14599,16,35,14,462,3.77,0,1,0
306,8150,42,134,35,689,2.06,0,0,1
307,18127,16,98,30,462,3.67,1,0,1
308,1159,13,29,43,628,0.8600000000000001,0,0,1
309,15424,5,71,11,229,2.6,0,1,0
311,20810,23,112,17,613,4.6800000000000015,0,1,0
312,20060,5,9,12,229,4.33,1,1,0
313,4743,21,143,20,909,3.61,1,0,1
314,26598,5,87,33,229,3.09,1,0,1
315,19991,5,155,15,229,3.77,0,1,0
317,11226,1,1,20,990,3.77,0,1,0
318,20323,13,49,21,628,4.3900000000000015,1,1,0
319,10773,23,112,16,613,4.66,1,1,0
320,21421,19,46,14,369,3.9,1,1,0
321,2882,12,42,20,138,4.33,1,1,0
322,24234,16,97,33,462,3.22,0,0,0
323,7597,11,77,17,180,4.09,1,1,0
324,20647,46,171,37,840,2.9800000000000004,0,0,1
325,13084,19,45,15,369,3.23,0,1,0
326,7895,11,23,40,180,2.24,0,0,1
327,15078,9,142,20,819,4.630000000000001,1,1,0
328,13625,19,44,10,369,1.5,0,1,0
329,9580,20,48,30,892,1.1,0,0,0
330,2483,4,99,33,781,3.78,1,0,0
331,3091,43,149,17,617,4.3100000000000005,1,1,0
332,5539,8,16,36,628,2.16,0,0,1
333,23080,21,122,37,909,3.71,1,0,0
334,23577,8,100,16,628,4.65,1,1,0
335,22900,25,139,24,317,4.3100000000000005,0,1,0
336,217,19,144,17,369,4.18,0,1,0
337,25108,25,103,25,317,3.8,1,1,0
338,9633,43,148,19,617,4.29,0,1,0
339,11460,38,111,25,806,1.71,0,0,1
340,4863,13,29,36,628,4.25,1,0,0
341,18346,39,116,38,89,4.23,1,0,0
342,22794,1,15,30,990,3.04,0,0,0
343,23100,39,117,26,89,3.43,0,0,0
344,463,19,44,35,369,3.76,0,0,0
345,18271,32,145,18,714,4.69,1,1,0
346,19637,11,40,18,180,2.88,0,1,0
347,14941,12,42,20,138,3.83,0,1,0
348,9902,21,51,34,909,3.29,1,0,1
349,18754,13,49,30,628,4.51,1,0,0
350,27635,27,65,35,309,3.37,0,0,0
351,17930,25,103,21,317,2.48,1,1,0
352,16351,16,35,10,462,3.87,0,1,0
353,6795,8,67,42,628,3.2300000000000004,1,0,1
354,11159,29,81,34,52,3.37,1,0,0
355,2285,19,1,22,369,3.87,1,1,0
356,25009,32,92,27,714,2.3,1,0,0
357,1326,5,9,35,229,3.63,1,0,1
358,25281,5,10,16,229,3.8,1,1,0
359,19521,25,150,36,317,1.39,0,0,0
360,5667,13,26,28,628,2.4,0,0,0
361,16006,25,140,42,317,2.83,0,0,0
362,1750,16,34,18,462,2.88,1,1,0
363,14827,27,65,20,309,4.2700000000000005,1,1,0
364,581,23,112,25,613,3.98,0,0,1
365,20847,34,94,24,840,0.4499999999999999,1,0,1
366,10965,12,42,17,138,4.33,1,1,0
367,14399,6,12,31,362,3.93,1,0,0
368,13650,11,66,27,180,3.65,0,0,1
369,344,42,136,20,689,4.3900000000000015,0,1,0
370,15873,39,117,34,89,4.03,0,0,0
371,24453,25,102,17,317,3.8,1,1,0
372,999,19,46,18,369,4.33,1,1,0
373,10531,9,142,27,819,2.08,1,0,0
374,6021,21,50,25,909,4.23,1,1,0
375,10916,21,122,23,909,3.13,1,0,1
376,10352,18,43,38,444,2.64,0,0,0
377,13693,9,19,22,819,3.8,1,1,0
378,8800,25,150,33,317,2.9800000000000004,0,0,1
379,27541,9,18,20,819,3.93,1,1,0
380,11663,25,103,15,317,3.77,1,1,0
381,6542,20,47,26,892,1.96,0,0,1
382,10912,8,110,24,628,3.84,1,0,1
383,2630,13,27,37,628,3.26,1,0,1
384,27625,8,101,29,628,3.42,1,0,1
385,22114,15,33,33,662,3.09,1,0,1
386,27529,19,44,39,369,4.09,1,0,0
387,3542,9,19,39,819,4.04,0,0,0
388,1309,9,142,36,819,3.91,1,0,0
389,24113,8,146,27,628,3.4,0,0,0
390,7317,19,121,32,369,2.3,0,0,0
391,2970,8,146,26,628,3.47,1,0,0
392,13969,34,96,12,840,4.6000000000000005,1,1,0
393,2500,19,121,29,369,3.78,1,0,0
394,6315,5,71,39,229,3.61,1,0,1
395,3653,7,13,40,467,4.5,0,0,0
396,1769,8,125,24,628,2.24,1,0,1
397,20901,5,69,27,229,4.29,1,1,0
398,19376,13,27,22,628,2.6,0,1,0
399,17027,34,94,34,840,2.2,0,0,0
400,3718,5,10,14,229,4.57,0,1,0
401,18149,34,115,16,840,3.87,1,1,0
403,2942,8,125,30,628,4.22,1,0,0
404,15965,20,47,46,892,2.9000000000000004,0,0,1
405,25000,9,18,19,819,4.6800000000000015,1,1,0
406,22155,7,13,36,467,2.4,1,0,0
407,26931,25,103,35,317,3.95,1,0,0
408,26454,36,107,33,178,3.93,1,0,0
409,9506,15,113,34,662,2.89,1,0,0
410,22,18,59,30,444,1.61,0,0,0
411,27281,32,145,31,714,3.87,1,0,0
412,19905,46,173,32,840,3.4,1,0,0
413,18808,9,142,14,819,4.65,1,1,0
414,5901,31,105,11,156,4.91,1,1,0
415,26533,30,83,14,862,3.7,1,1,0
416,16978,5,87,18,229,4.91,0,1,0
417,26848,14,31,35,396,2.4,0,0,0
418,24650,41,130,18,72,2.96,0,1,0
419,3094,5,10,28,229,3.89,1,0,0
420,25689,19,44,28,369,2.48,0,0,0
421,11790,4,99,28,781,3.87,1,0,0
422,27148,6,11,10,362,3.04,0,1,0
423,5376,3,5,15,621,4.01,1,1,0
424,26854,18,58,31,444,3.47,1,0,0
425,4066,34,96,24,840,3.7,1,1,0
426,13590,18,43,16,444,4.2700000000000005,1,1,0
427,1942,25,102,22,317,4.3100000000000005,1,1,0
428,3424,8,146,24,628,4.38,0,0,0
429,9073,12,42,21,138,3.77,1,1,0
431,14936,36,127,21,178,2.88,1,1,0
432,5515,3,4,17,621,4.16,0,1,0
433,15088,26,141,41,568,4.23,1,0,0
434,12968,7,14,31,467,3.69,1,0,0
435,7387,11,77,20,180,3.96,1,0,1
436,12070,42,134,38,689,1.84,0,0,1
437,14823,5,163,46,229,4.54,0,0,0
438,3261,1,1,13,990,4.18,1,1,0
439,17532,3,4,20,621,4.29,1,1,0
440,24955,27,65,16,309,4.29,1,1,0
441,12188,12,162,40,138,4.03,1,0,0
442,8369,4,7,18,781,3.83,1,1,0
443,15575,13,26,17,628,4.62,1,1,0
444,24611,43,148,37,617,4.28,1,0,0
445,16348,21,123,23,909,4.29,1,1,0
446,15743,34,114,25,840,2.2,0,0,0
447,12966,21,51,15,909,4.2700000000000005,1,1,0
448,7763,12,88,22,138,4.4300000000000015,1,1,0
449,8988,8,110,18,628,2.7,0,1,0
450,13375,19,44,17,369,4.2700000000000005,1,1,0
451,16408,42,134,16,689,4.33,1,1,0
452,18433,9,142,24,819,4.22,1,0,0
453,23211,5,109,29,229,3.74,1,0,0
454,5489,8,100,14,628,3.96,0,1,0
455,19193,19,121,24,369,1.1,0,0,0
456,8636,13,26,31,628,2.83,0,0,0
457,18694,23,112,14,613,4.29,1,1,0
458,1761,20,48,15,892,2.8,0,1,0
459,22083,21,51,40,909,1.84,0,0,1
460,26040,42,136,36,689,3.09,0,0,1
461,26532,43,149,18,617,5.0,1,1,0
462,6920,25,140,16,317,4.6800000000000015,1,1,0
463,2898,37,108,13,1000,4.65,1,1,0
464,24252,5,161,19,229,4.29,1,1,0
465,13321,5,87,29,229,4.54,1,0,0
466,2369,5,9,18,229,4.33,1,1,0
467,18592,9,18,25,819,4.880000000000001,1,1,0
468,26448,29,82,20,52,3.8,1,1,0
469,8667,11,77,33,180,3.43,1,0,0
470,9551,8,17,19,628,3.79,1,0,1
471,4888,43,149,16,617,4.7,1,1,0
472,27496,16,97,38,462,3.5,1,0,0
473,22415,19,45,47,369,2.16,0,0,1
474,7348,6,11,23,362,3.93,0,1,0
475,10722,16,97,42,462,3.3,0,0,0
476,1620,16,98,23,462,1.96,0,0,1
477,333,8,17,23,628,4.37,1,1,0
478,16516,34,115,32,840,3.63,1,0,1
479,2967,32,145,17,714,3.87,0,1,0
480,20909,8,39,26,628,3.63,1,0,1
481,14959,23,112,24,613,2.53,0,0,1
482,18974,13,26,13,628,4.6800000000000015,1,1,0
483,2388,21,123,18,909,4.3100000000000005,1,1,0
484,18469,36,107,19,178,2.6,1,1,0
485,24995,19,46,22,369,4.25,1,1,0
486,26334,4,6,27,781,1.1,0,0,0
487,25568,24,60,17,617,4.11,0,1,0
488,18685,5,155,32,229,4.51,1,0,0
489,2487,25,150,28,317,4.03,1,0,0
490,11044,42,135,28,689,1.71,0,0,1
491,17014,34,95,26,840,3.37,1,0,1
492,19380,5,87,24,229,4.23,1,1,0
493,10152,29,81,18,52,3.77,1,1,0
494,12608,34,95,30,840,0.0,0,0,0
495,11038,32,132,24,714,3.89,1,0,0
496,22613,28,76,21,414,4.16,1,1,0
497,21933,19,1,27,369,4.04,0,0,0
498,12833,31,151,19,156,4.3100000000000005,1,1,0
499,12547,8,39,37,628,3.83,1,0,0
500,17833,22,52,15,709,3.11,0,1,0
501,27160,24,60,22,617,4.21,1,1,0
502,11204,5,87,17,229,3.8,1,1,0
503,26156,39,117,18,89,2.6,1,1,0
504,2319,8,100,14,628,4.18,1,1,0
505,15723,34,96,38,840,4.23,1,0,1
506,16186,35,126,37,134,2.2,0,0,0
508,5495,10,20,16,44,4.65,1,1,0
509,16987,31,105,20,156,4.65,1,1,0
510,1508,42,134,24,689,3.85,1,0,0
511,16372,42,136,39,689,3.8,1,0,1
512,26893,8,100,22,628,4.1400000000000015,1,1,0
513,7221,29,81,31,52,3.98,0,0,1
514,25344,8,125,41,628,3.09,0,0,0
515,5904,5,79,13,229,2.88,1,1,0
516,23034,28,76,21,414,3.83,1,1,0
517,2466,3,4,43,621,3.85,0,0,1
518,1090,21,51,28,909,2.8,0,0,1
519,13474,8,16,29,628,3.37,1,0,0
520,20957,8,101,36,628,3.4,1,0,0
521,10828,1,15,16,990,4.3100000000000005,1,1,0
522,20094,23,53,24,613,2.64,1,0,0
523,26631,12,24,16,138,3.98,1,1,0
524,18628,30,84,36,862,3.95,1,0,0
525,13829,23,112,23,613,5.0,1,1,0
526,26726,32,92,15,714,4.2700000000000005,1,1,0
527,17403,25,139,34,317,4.06,1,0,0
528,21996,35,106,32,134,3.97,0,0,0
529,26721,5,87,17,229,3.34,0,1,0
530,844,1,15,20,990,4.6800000000000015,0,1,0
531,25390,31,152,36,156,4.23,1,0,0
532,21448,14,31,17,396,3.49,1,1,0
533,27621,1,2,40,990,3.45,1,0,1
534,16517,8,17,33,628,3.93,1,0,0
535,6988,25,150,14,317,2.35,0,1,0
536,20920,21,50,39,909,3.18,1,0,0
537,20944,21,143,30,909,2.16,0,0,1
538,12242,5,68,33,229,4.25,0,0,0
539,37,5,56,33,229,3.93,0,0,0
540,10948,19,44,24,369,3.06,1,0,1
541,25294,8,16,24,628,2.2,0,0,0
542,15023,1,1,20,990,2.7,0,1,0
543,17168,11,22,37,180,3.43,1,0,0
544,17913,32,145,31,714,3.87,1,0,0
545,16614,9,18,17,819,3.17,1,1,0
546,3518,17,36,14,884,4.98,1,1,0
547,13814,46,170,33,840,2.4,0,0,0
548,18372,32,92,37,714,2.2,1,0,0
549,3114,12,30,30,138,3.37,1,0,0
550,11809,29,156,19,52,4.3100000000000005,1,1,0
551,10552,21,129,35,909,2.2,0,0,0
552,5329,27,65,29,309,3.99,1,0,0
553,19515,20,48,31,892,2.9000000000000004,1,0,1
554,24704,28,75,21,414,3.87,0,1,0
555,14966,4,64,21,781,2.4,1,0,0
556,25172,34,114,34,840,2.3,0,0,0
557,1919,13,49,35,628,3.61,1,0,0
558,13337,19,164,27,369,4.11,1,0,0
559,2403,34,96,24,840,3.54,0,1,0
560,4989,9,142,21,819,3.9,1,1,0
561,12134,5,109,22,229,4.9,1,1,0
562,12179,11,23,18,180,4.6000000000000005,1,1,0
563,10111,8,100,18,628,3.34,0,1,0
564,1031,21,143,34,909,2.3,0,0,0
565,8682,4,7,12,781,2.7,0,1,0
566,18994,6,11,46,362,1.71,0,0,1
567,1057,1,1,29,990,3.43,1,0,0
568,15993,13,26,39,628,3.33,1,0,0
569,14760,5,87,18,229,3.77,1,1,0
570,13781,34,96,33,840,2.24,0,0,1
571,25069,34,114,35,840,0.0,0,0,0
572,20516,41,130,11,72,3.66,0,1,0
573,20205,12,88,15,138,4.09,1,1,0
574,4188,5,89,19,229,3.93,1,1,0
575,5578,32,145,20,714,4.510000000000002,1,1,0
576,9390,11,40,32,180,3.43,1,0,0
577,11200,23,112,19,613,4.279999999999999,1,0,1
578,8291,1,2,30,990,3.33,1,0,0
579,14154,34,114,31,840,2.3,1,0,0
580,15926,34,96,17,840,3.66,1,1,0
581,17710,19,44,40,369,3.91,1,0,0
582,26449,5,56,15,229,4.630000000000001,0,1,0
583,6777,32,145,16,714,1.5,0,1,0
584,10266,4,64,18,781,4.2700000000000005,1,1,0
585,9861,8,74,18,628,3.83,1,1,0
586,22271,5,70,19,229,3.8,0,1,0
587,18130,8,39,46,628,3.2300000000000004,1,0,1
588,22204,31,153,22,156,4.23,1,0,0
589,13040,23,53,15,613,4.3100000000000005,1,1,0
590,21700,25,138,29,317,3.47,0,0,1
591,26643,40,124,23,900,4.09,1,1,0
592,25825,6,11,24,362,3.87,1,1,0
593,19336,42,134,17,689,4.23,0,1,0
594,14502,24,60,30,617,3.34,1,0,1
595,534,7,14,31,467,4.01,1,0,1
596,629,19,144,18,369,4.04,1,1,0
597,19149,19,46,33,369,3.87,1,0,0
598,11535,28,76,18,414,3.8,1,1,0
599,22810,8,101,32,628,3.89,0,0,0
